 campaign_id,campaign_company,campaign_name,campaign_type,marketing_channel,ad_format,date,impressions,clicks,conversions,  ad_spend  ,device_type,country,audience_segment, cost_per_click , cost_per_mille ,ctr,conversion_rate,cpc_effectiveness_score,roi_score,click_to_conversion_ratio,quality_score,engagement_to_spend_ratio,cost_efficiency_index,week_number,month
6685,Adidas,Black Friday Campaign,Sales,LinkedIn,Text,06-04-2024,2214,6889,1732,631.78,Desktop,India,Returning Users,0.09,285.36,3.111562782,0.2514153,9.832017926,25.14152998,3.975187536,8.33,10.90411219,0.364558569,14,4
6686,Nike,Spring Collection Launch,Awareness,Facebook,Video,01-10-2024,24915,9352,824,459.07,Tablet,USA,Returning Users,0.05,18.43,0.375356211,0.088109495,16.92393999,8.81094953,11.33575758,8.64,20.37162089,0.556448485,40,10
6687,Puma,Summer Clearance,Brand Building,Pinterest,Video,27-05-2024,15649,601,811,905.8,Desktop,Australia,New Users,1.51,57.88,0.03840501,1.349417637,0.659128547,134.9417637,0.740147783,9.1,0.663501877,1.115517241,22,5
6688,Levis,Summer Clearance,Leads,Facebook,Image,14-06-2024,39690,3543,157,214.6,Desktop,USA,New Users,0.06,5.41,0.089266818,0.044312729,14.17029956,4.431272933,22.42405063,7.8,16.50978565,1.358227848,24,6
6689,Sephora,Diwali Mega Offers,App Installs,Instagram,Image,19-05-2024,53586,9455,227,887.25,Desktop,Australia,Lookalike Audience,0.09,16.56,0.17644534,0.024008461,9.630270931,2.400846113,41.46929825,6.95,10.65652296,3.891447368,20,5
6690,Loreal,Spring Collection Launch,Traffic,LinkedIn,Text,07-10-2024,94507,5111,741,945.03,Tablet,Australia,Cold Audience,0.18,10,0.05408065,0.144981413,5.130804907,14.49814126,6.888140162,3.78,5.408293917,1.273625337,41,10
6691,Maybelline,Holiday Sale Blast,Awareness,Google,Image,30-12-2024,20271,1381,87,598.32,Tablet,India,New Users,0.43,29.52,0.068126881,0.062997828,2.25605672,6.299782766,15.69318182,7.27,2.308129429,6.799090909,1,12
6692,MAC Cosmetics,End of Season Sale,Brand Building,Facebook,Carousel,23-08-2024,16141,9207,1675,182.03,Desktop,UK,Returning Users,0.02,11.28,0.570410755,0.181926795,33.58993068,18.19267948,5.493436754,1.16,50.5795748,0.108609785,34,8
6693,The Body Shop,App Install Drive,Brand Building,Pinterest,Story,26-02-2024,41968,3337,1017,953.14,Desktop,USA,Returning Users,0.29,22.71,0.079512962,0.304764759,3.382631702,30.47647588,3.277996071,1.32,3.501059655,0.936286837,9,2
6694,Apple,Diwali Mega Offers,Brand Building,YouTube,Video,24-03-2024,73255,5761,566,424.49,Mobile,USA,Cold Audience,0.07,5.79,0.078643096,0.098246832,11.94980295,9.824683215,10.16049383,8.34,13.57158001,0.748659612,12,3
6695,Samsung,Brand Awareness Push,Remarketing,Google,Story,16-02-2024,65086,4588,955,631.48,Mobile,India,Returning Users,0.14,9.7,0.07049135,0.2081517,6.77335538,20.81517001,4.79916318,5.34,7.265471591,0.660543933,7,2
6696,Dell,Black Friday Campaign,Awareness,LinkedIn,Story,17-01-2024,22653,4256,1360,262.15,Tablet,Australia,New Users,0.06,11.57,0.187877985,0.319548872,13.96737882,31.95488722,3.127112417,9.21,16.23497997,0.192615724,3,1
6697,HP,Festival Discount Drive,Conversions,Pinterest,Story,12-02-2024,24537,3758,1482,214.41,Tablet,Germany,High Intent,0.06,8.74,0.153156458,0.394358701,14.91329021,39.43587014,2.534052596,6.74,17.52716758,0.144578557,7,2
6698,Sony,Diwali Mega Offers,App Installs,Google,Text,26-08-2024,47970,5106,1837,88.72,Mobile,UK,New Users,0.02,1.85,0.106441526,0.359772816,36.52883102,35.97728163,2.778019587,8.09,57.55184851,0.048269859,35,8
6699,Lenovo,End of Season Sale,Engagement,YouTube,Carousel,18-07-2024,12318,5231,1678,690.59,Desktop,Germany,New Users,0.13,56.06,0.424663095,0.320779966,7.041324539,32.07799656,3.115544967,7.66,7.574682518,0.411310304,29,7
6700,Xiaomi,Cyber Monday Deals,Traffic,LinkedIn,Carousel,09-02-2024,22163,418,1145,305.34,Desktop,India,High Intent,0.73,13.78,0.018860263,2.73923445,1.35047816,273.923445,0.364746946,9.09,1.368965743,0.266439791,6,2
6701,Vivo,Holiday Sale Blast,Remarketing,Instagram,Story,28-09-2024,89001,4877,1411,412.45,Mobile,Canada,Returning Users,0.08,4.63,0.054797137,0.289317203,10.57412948,28.93172032,3.453966006,2.17,11.82446357,0.292103399,39,9
6702,OnePlus,App Install Drive,Traffic,Google,Story,02-02-2024,52429,6216,1774,721.89,Desktop,UK,New Users,0.12,13.77,0.118560339,0.285392535,7.928065812,28.53925354,3.501971831,6.4,8.610730167,0.406698592,5,2
6703,Realme,Black Friday Campaign,Engagement,YouTube,Image,02-01-2024,47197,2854,1414,715.23,Desktop,Germany,Lookalike Audience,0.25,15.15,0.060469945,0.495444989,3.837207739,49.54449895,2.016961131,2.32,3.990324791,0.505462898,1,1
6704,Swiggy,Spring Collection Launch,Remarketing,Pinterest,Text,21-04-2024,56106,6860,1202,858.3,Tablet,India,Lookalike Audience,0.13,15.3,0.122268563,0.175218659,7.401014133,17.52186589,5.70241064,2.89,7.9925434,0.713466334,16,4
6705,Zomato,Back to School Promo,Awareness,Google,Carousel,06-06-2024,90979,4970,1863,510.08,Desktop,Canada,New Users,0.1,5.61,0.054627991,0.374849095,8.878487977,37.48490946,2.666309013,9.13,9.743569636,0.273648069,23,6
6706,Uber,Brand Awareness Push,Leads,YouTube,Text,16-06-2024,86725,1895,1720,481.98,Desktop,Canada,New Users,0.25,5.56,0.021850677,0.907651715,3.782963688,90.7651715,1.101104009,4.19,3.931698411,0.280058106,24,6
6707,Ola,Cyber Monday Deals,Brand Building,YouTube,Story,18-10-2024,69548,3404,31,29.5,Desktop,Australia,Lookalike Audience,0.01,0.42,0.048944614,0.009106933,53.57255272,0.910693302,106.375,8.28,115.3898305,0.921875,42,10
6708,Blinkit,End of Season Sale,Engagement,Google,Story,17-04-2024,19914,5391,337,990.46,Tablet,Canada,Returning Users,0.18,49.74,0.270714071,0.062511593,5.161963672,6.25115934,15.94970414,4.61,5.442925509,2.93035503,16,4
6709,BigBasket,Festival Discount Drive,Conversions,YouTube,Story,14-11-2024,34809,710,615,883.93,Mobile,UK,Returning Users,1.24,25.39,0.020397024,0.866197183,0.796830634,86.61971831,1.152597403,4.55,0.803231025,1.434951299,46,11
6710,Spotify,Lead Generation Boost,Conversions,LinkedIn,Text,24-10-2024,5651,7975,1487,342.43,Mobile,Germany,New Users,0.04,60.6,1.411254645,0.18645768,18.8900469,18.64576803,5.359543011,6.96,23.28943142,0.230127688,43,10
6711,Meesho App,Black Friday Campaign,Engagement,Pinterest,Text,23-02-2024,30148,5614,1095,271.94,Tablet,India,High Intent,0.05,9.02,0.186214674,0.195048094,17.11168008,19.50480941,5.122262774,7.29,20.64425976,0.248120438,8,2
6712,Paytm,End of Season Sale,Leads,LinkedIn,Image,03-10-2024,89243,996,1586,143.59,Mobile,Australia,Lookalike Audience,0.14,1.61,0.011160539,1.592369478,6.486486486,159.2369478,0.627599244,1.34,6.936416185,0.090478891,40,10
6713,PhonePe,New Product Launch,Engagement,Facebook,Video,08-08-2024,90344,3713,192,116.59,Desktop,USA,New Users,0.03,1.29,0.041098468,0.051710207,24.15430653,5.171020738,19.23834197,5.44,31.84664208,0.604093264,32,8
6714,Amazon,App Install Drive,Awareness,YouTube,Image,15-05-2024,46255,298,553,992.93,Mobile,UK,Returning Users,3.33,21.47,0.006442547,1.855704698,0.299223825,185.5704698,0.537906137,5.02,0.300121862,1.792292419,20,5
6715,Walmart,Lead Generation Boost,Sales,Facebook,Carousel,13-01-2024,27821,962,36,569.15,Tablet,India,Returning Users,0.59,20.46,0.034578196,0.037422037,1.662145585,3.742203742,26,6.73,1.690239831,15.38243243,2,1
6716,Target,Spring Collection Launch,Brand Building,LinkedIn,Story,07-02-2024,10171,1447,1709,644.48,Desktop,Canada,High Intent,0.45,63.36,0.14226723,1.181064271,2.195917748,118.1064271,0.84619883,7.9,2.245220953,0.376888889,6,2
6717,eBay,New Product Launch,Traffic,Facebook,Story,08-09-2024,75656,4406,1013,956.78,Desktop,USA,Lookalike Audience,0.22,12.65,0.058237285,0.229913754,4.402302066,22.9913754,4.345167653,8.59,4.605029369,0.94357002,36,9
6718,AliExpress,New Product Launch,Traffic,LinkedIn,Text,25-04-2024,69418,3525,934,830.9,Tablet,UK,Cold Audience,0.24,11.97,0.050779337,0.264964539,4.06973388,26.4964539,3.770053476,3.55,4.242387772,0.888663102,17,4
6719,Alibaba,Summer Clearance,Sales,LinkedIn,Text,20-06-2024,87545,7413,1000,49.48,Desktop,Australia,Returning Users,0.01,0.57,0.084676452,0.134898152,59.97087614,13.48981519,7.405594406,8.05,149.8181083,0.049430569,25,6
6720,Etsy,Holiday Sale Blast,Leads,Facebook,Text,26-02-2024,75800,7798,1998,711.79,Desktop,India,High Intent,0.09,9.39,0.102875989,0.256219543,9.873760715,25.62195435,3.900950475,9.46,10.95547844,0.356073037,9,2
6721,Shopee,Cyber Monday Deals,Awareness,Google,Video,18-11-2024,56137,2403,506,923.19,Tablet,India,High Intent,0.38,16.45,0.042805992,0.210570121,2.536897447,21.05701207,4.73964497,5.22,2.602931141,1.820887574,47,11
6722,Rakuten,Diwali Mega Offers,Engagement,YouTube,Carousel,25-10-2024,64133,7842,1294,517,Desktop,India,Lookalike Audience,0.07,8.06,0.122277143,0.165008926,13.17053508,16.50089263,6.055598456,4.54,15.16827853,0.399227799,43,10
6723,Flipkart,App Install Drive,Remarketing,Instagram,Text,11-10-2024,79221,1296,1628,954.36,Mobile,UK,Lookalike Audience,0.74,12.05,0.016359299,1.25617284,1.339784146,125.617284,0.79558011,5.76,1.357978121,0.585856354,41,10
6724,Myntra,End of Season Sale,Awareness,Facebook,Carousel,19-11-2024,42991,6012,97,939.06,Desktop,Australia,Cold Audience,0.16,21.84,0.139843223,0.016134398,6.016933886,1.613439787,61.34693878,2.75,6.402146828,9.582244898,47,11
6725,Ajio,Flash Sale Weekend,Traffic,Facebook,Video,17-12-2024,14394,8436,806,254.43,Desktop,USA,Lookalike Audience,0.03,17.68,0.586077532,0.095542911,24.90038077,9.554291133,10.4535316,8.65,33.1564674,0.31527881,51,12
6726,Meesho,Black Friday Campaign,Awareness,Instagram,Image,29-07-2024,31534,4037,1614,994.86,Mobile,USA,Lookalike Audience,0.25,31.55,0.128020549,0.399801833,3.89961651,39.9801833,2.499690402,9.69,4.057857387,0.616012384,31,7
6727,Nykaa,Spring Collection Launch,Traffic,Google,Carousel,11-11-2024,79951,6437,1203,450.46,Tablet,USA,Returning Users,0.07,5.63,0.080511813,0.186888302,12.50315638,18.6888302,5.346345515,7.55,14.28983706,0.374136213,46,11
6728,Tata Cliq,Flash Sale Weekend,Sales,Instagram,Image,23-08-2024,89421,8219,1154,735.45,Mobile,India,New Users,0.09,8.22,0.091913533,0.140406375,10.05210117,14.04063755,7.116017316,8.59,11.1754708,0.636753247,34,8
6729,H&M,Lead Generation Boost,Sales,LinkedIn,Carousel,04-10-2024,8328,3039,1235,508.39,Mobile,India,New Users,0.17,61.05,0.364913545,0.406383679,5.640521177,40.63836788,2.458737864,1.49,5.97769429,0.41131877,40,10
6730,Zara,Lead Generation Boost,Conversions,Pinterest,Video,19-09-2024,4675,3112,1397,157.53,Mobile,Canada,High Intent,0.05,33.7,0.665668449,0.448907455,16.4961569,44.8907455,2.226037196,6.02,19.75496731,0.112682403,38,9
6731,Marks & Spencer,Cyber Monday Deals,Leads,Google,Image,04-02-2024,27697,4697,460,199.07,Tablet,Canada,Cold Audience,0.04,7.19,0.169585154,0.097934852,19.09039181,9.793485203,10.18872017,7.6,23.59471543,0.431822126,5,2
6732,Uniqlo,Lead Generation Boost,Remarketing,LinkedIn,Carousel,21-09-2024,92374,2551,757,701.02,Desktop,UK,High Intent,0.27,7.59,0.027615996,0.296746374,3.511210824,29.6746374,3.365435356,7.58,3.638983196,0.924828496,38,9
6733,Gap,Black Friday Campaign,App Installs,YouTube,Carousel,01-04-2024,29669,792,76,164.39,Mobile,UK,Returning Users,0.21,5.54,0.02669453,0.095959596,4.596367013,9.595959596,10.28571429,3.44,4.817811302,2.134935065,14,4
6734,Adidas,End of Season Sale,Awareness,LinkedIn,Carousel,06-08-2024,64109,6044,1608,323.65,Desktop,Canada,Lookalike Audience,0.05,5.05,0.094276935,0.266048974,15.73589523,26.60489742,3.756370416,2.79,18.67449405,0.201149782,32,8
6735,Nike,Winter Deals,Brand Building,YouTube,Carousel,22-01-2024,71927,1850,582,329.99,Mobile,Germany,Returning Users,0.18,4.59,0.025720522,0.314594595,5.308617177,31.45945946,3.173241852,8.52,5.606230492,0.566020583,4,1
6736,Puma,New Product Launch,Engagement,Pinterest,Image,23-11-2024,130,711,1866,782.05,Mobile,UK,New Users,1.1,6015.77,5.469230769,2.624472574,0.900957981,262.4472574,0.380824853,8.25,0.909149031,0.418880557,47,11
6737,Levis,Cyber Monday Deals,Leads,LinkedIn,Story,31-07-2024,89449,5846,897,432.78,Desktop,Germany,High Intent,0.07,4.84,0.065355678,0.153438248,11.9004967,15.34382484,6.510022272,7.34,13.50801793,0.481937639,31,7
6738,Sephora,Black Friday Campaign,Remarketing,Pinterest,Carousel,26-01-2024,30438,9371,1498,831.06,Desktop,India,Returning Users,0.09,27.3,0.307871739,0.159854871,10.13333045,15.98548714,6.251501001,4.25,11.27596082,0.554409606,4,1
6739,Loreal,App Install Drive,Leads,Facebook,Text,29-07-2024,29286,2515,1462,450.21,Desktop,Germany,New Users,0.18,15.37,0.085877211,0.581312127,5.290727028,58.13121272,1.719070403,1.99,5.586281957,0.30773069,31,7
6740,Maybelline,Summer Clearance,Remarketing,Pinterest,Video,23-02-2024,57127,905,1445,269.96,Tablet,Australia,New Users,0.3,4.73,0.015841896,1.596685083,3.24361134,159.6685083,0.625864454,1.75,3.352348496,0.186694329,8,2
6741,MAC Cosmetics,Black Friday Campaign,Sales,Google,Text,29-12-2024,43851,11,92,190.23,Tablet,Germany,Cold Audience,17.29,4.34,0.000250849,8.363636364,0.057791321,836.3636364,0.11827957,9.18,0.057824738,2.045483871,52,12
6742,The Body Shop,Diwali Mega Offers,Conversions,LinkedIn,Image,08-02-2024,63897,24,1006,506.23,Desktop,USA,Lookalike Audience,21.09,7.92,0.000375604,41.91666667,0.047386815,4191.666667,0.023833168,4.06,0.04740928,0.502711023,6,2
6743,Apple,Brand Awareness Push,Awareness,YouTube,Story,10-10-2024,47930,3967,1103,689.38,Desktop,Canada,Returning Users,0.17,14.38,0.082766535,0.278043862,5.441327755,27.80438619,3.593297101,7.18,5.754446024,0.624438406,41,10
6744,Samsung,App Install Drive,Remarketing,Instagram,Text,21-04-2024,74065,6309,1500,55.66,Mobile,Australia,High Intent,0.01,0.75,0.085181935,0.237755587,53.12842105,23.77555873,4.203197868,8.4,113.3489041,0.037081945,16,4
6745,Dell,Cyber Monday Deals,App Installs,Google,Carousel,10-10-2024,77602,3720,1398,120.59,Mobile,USA,Returning Users,0.03,1.55,0.047936909,0.375806452,23.57563851,37.58064516,2.659042173,1.11,30.84832905,0.086197284,41,10
6746,HP,Lead Generation Boost,Engagement,Facebook,Video,05-01-2024,49863,9500,1660,497.23,Desktop,Germany,High Intent,0.05,9.97,0.19052203,0.174736842,16.04106513,17.47368421,5.719446117,8.61,19.10584639,0.29935581,1,1
6747,Sony,Lead Generation Boost,Awareness,LinkedIn,Video,14-12-2024,28671,2121,381,111,Tablet,India,Returning Users,0.05,3.87,0.073977189,0.179632249,16.04265941,17.96322489,5.552356021,1.71,19.10810811,0.290575916,50,12
6748,Lenovo,Summer Clearance,Brand Building,Instagram,Carousel,24-06-2024,86955,1344,392,409.64,Desktop,India,New Users,0.3,4.71,0.01545627,0.291666667,3.176704169,29.16666667,3.419847328,1.96,3.280929597,1.042340967,26,6
6749,Xiaomi,Holiday Sale Blast,Conversions,YouTube,Carousel,25-03-2024,6491,5033,978,315.26,Tablet,Canada,New Users,0.06,48.57,0.775381297,0.194317504,13.76678793,19.43175045,5.140960163,7.27,15.96460065,0.322022472,13,3
6750,Vivo,End of Season Sale,Awareness,LinkedIn,Carousel,24-03-2024,86804,279,1114,327.56,Tablet,Canada,Cold Audience,1.17,3.77,0.003214138,3.992831541,0.844558801,399.2831541,0.250224215,6.61,0.851752351,0.293775785,12,3
6751,OnePlus,App Install Drive,Awareness,Pinterest,Story,20-02-2024,9418,3040,77,806.85,Mobile,UK,Lookalike Audience,0.27,85.67,0.322786154,0.025328947,3.630934607,2.532894737,38.97435897,9.47,3.767738737,10.34423077,8,2
6752,Realme,Spring Collection Launch,Awareness,Instagram,Carousel,17-07-2024,57945,2257,804,371.01,Desktop,Australia,Returning Users,0.16,6.4,0.038950729,0.356225078,5.734539357,35.62250775,2.803726708,5.05,6.083393979,0.460881988,29,7
6753,Swiggy,Brand Awareness Push,Remarketing,Instagram,Carousel,18-06-2024,51525,6442,1313,490.77,Desktop,Germany,High Intent,0.08,9.52,0.125026686,0.20381869,11.60323493,20.38186898,4.902587519,7.93,13.12631171,0.373493151,25,6
6754,Zomato,Black Friday Campaign,Conversions,Facebook,Image,07-08-2024,60596,3737,796,135.92,Desktop,Germany,Lookalike Audience,0.04,2.24,0.061670737,0.213005084,21.56500664,21.30050843,4.688833124,6.28,27.49411418,0.170539523,32,8
6755,Uber,New Product Launch,Conversions,Instagram,Image,08-05-2024,69644,5910,899,256.61,Mobile,UK,Cold Audience,0.04,3.68,0.084860146,0.152115059,18.71971113,15.21150592,6.566666667,7.79,23.03105881,0.285122222,19,5
6756,Ola,New Product Launch,Brand Building,Google,Carousel,14-05-2024,82930,7178,1531,785.52,Desktop,Germany,Lookalike Audience,0.11,9.47,0.086554926,0.21329061,8.37279832,21.32906102,4.68537859,5.73,9.137895916,0.512741514,20,5
6757,Blinkit,Flash Sale Weekend,Awareness,YouTube,Text,28-05-2024,86611,2685,637,550.13,Tablet,India,Returning Users,0.2,6.35,0.031000681,0.237243948,4.653540851,23.72439479,4.20846395,6.1,4.88066457,0.862272727,22,5
6758,BigBasket,End of Season Sale,Engagement,LinkedIn,Video,26-01-2024,44355,6573,787,171.6,Tablet,Canada,Cold Audience,0.03,3.87,0.148190734,0.119732238,27.6956137,11.97322379,8.341370558,5.2,38.3041958,0.217766497,4,1
6759,Spotify,End of Season Sale,Conversions,Instagram,Image,06-12-2024,59776,4016,1673,886.15,Desktop,Canada,Returning Users,0.22,14.82,0.067184154,0.416583665,4.335481642,41.65836653,2.399044205,8.32,4.531964114,0.529360812,49,12
6760,Meesho App,Summer Clearance,Leads,Facebook,Carousel,25-05-2024,48202,4888,1242,449.11,Tablet,UK,Returning Users,0.09,9.32,0.101406581,0.254091653,9.815458142,25.4091653,3.932421561,4.01,10.88374786,0.361311344,21,5
6761,Paytm,Winter Deals,Engagement,YouTube,Text,22-11-2024,4394,4673,877,313.19,Mobile,UK,Returning Users,0.07,71.28,1.063495676,0.187673871,12.98344076,18.76738712,5.322323462,3.71,14.92065519,0.356708428,47,11
6762,PhonePe,App Install Drive,Leads,Instagram,Image,16-09-2024,63428,3141,6,488.63,Desktop,Australia,Lookalike Audience,0.16,7.7,0.049520716,0.00191022,6.039920006,0.191021968,448.7142857,6.3,6.428176739,69.80428571,38,9
6763,Amazon,Back to School Promo,App Installs,LinkedIn,Image,07-10-2024,28194,7126,98,27.63,Desktop,Germany,Cold Audience,0,0.98,0.252748812,0.013752456,72.0598645,1.37524558,71.97979798,6.82,257.9080709,0.279090909,41,10
6764,Walmart,Summer Clearance,Sales,Facebook,Text,05-01-2024,61504,4689,1076,594.15,Mobile,Germany,High Intent,0.13,9.66,0.076238944,0.229473235,7.314676151,22.94732352,4.353760446,4.29,7.891946478,0.551671309,1,1
6765,Target,Cyber Monday Deals,Sales,Facebook,Text,14-12-2024,75513,3185,817,45.1,Mobile,India,New Users,0.01,0.6,0.042178168,0.256514914,41.39051332,25.65149137,3.893643032,8.6,70.62084257,0.055134474,50,12
6766,eBay,Back to School Promo,Traffic,Google,Text,06-08-2024,92276,9616,632,220.24,Desktop,UK,Lookalike Audience,0.02,2.39,0.104209112,0.065723794,30.39190898,6.572379368,15.19115324,5.61,43.66146023,0.34793049,32,8
6767,AliExpress,Cyber Monday Deals,Traffic,YouTube,Text,03-02-2024,16160,4241,566,411.1,Tablet,Australia,Cold Audience,0.1,25.44,0.262438119,0.13345909,9.351502723,13.34590898,7.479717813,6.76,10.31622476,0.725044092,5,2
6768,Alibaba,Festival Discount Drive,App Installs,Google,Image,20-08-2024,78802,237,1401,545.69,Desktop,USA,High Intent,2.3,6.92,0.003007538,5.911392405,0.432434405,591.1392405,0.169044223,2.32,0.434312522,0.389222539,34,8
6769,Etsy,Cyber Monday Deals,Awareness,YouTube,Image,08-12-2024,2801,1966,53,433.55,Tablet,USA,New Users,0.22,154.78,0.701892181,0.026958291,4.337944882,2.695829095,36.40740741,5.22,4.534655749,8.028703704,49,12
6770,Shopee,Brand Awareness Push,Conversions,Google,Image,07-11-2024,15636,5866,731,900.31,Mobile,Australia,Returning Users,0.15,57.58,0.375159887,0.124616434,6.116979676,12.46164337,8.013661202,2.25,6.515533538,1.229931694,45,11
6771,Rakuten,New Product Launch,Awareness,Pinterest,Text,09-04-2024,35397,5536,610,489.9,Mobile,Australia,Lookalike Audience,0.09,13.84,0.156397435,0.110187861,10.15295455,11.01878613,9.060556465,2.66,11.30026536,0.801800327,15,4
6772,Flipkart,Back to School Promo,Engagement,YouTube,Story,24-02-2024,39317,6735,64,888.1,Mobile,Germany,New Users,0.13,22.59,0.171299947,0.009502598,7.049034486,0.950259837,103.6153846,7.04,7.58360545,13.66307692,8,2
6773,Myntra,Brand Awareness Push,Traffic,Pinterest,Text,27-01-2024,69505,3504,433,992.17,Desktop,India,Returning Users,0.28,14.27,0.050413639,0.123573059,3.411181745,12.35730594,8.073732719,7.09,3.531652842,2.286105991,4,1
6774,Ajio,Summer Clearance,Engagement,YouTube,Image,25-12-2024,82386,6825,78,652.09,Mobile,India,Lookalike Audience,0.1,7.92,0.082841745,0.011428571,9.474692506,1.142857143,86.39240506,4.91,10.46634667,8.254303797,52,12
6775,Meesho,Black Friday Campaign,Remarketing,Google,Carousel,25-09-2024,10504,9585,502,616.56,Desktop,India,New Users,0.06,58.7,0.91250952,0.0523735,13.45433107,5.237350026,19.055666,7.63,15.54593227,1.225765408,39,9
6776,Nykaa,Cyber Monday Deals,Traffic,Google,Video,21-12-2024,97729,4125,77,580.99,Mobile,Germany,New Users,0.14,5.94,0.042208556,0.018666667,6.629274878,1.866666667,52.88461538,4.84,7.099950085,7.448589744,51,12
6777,Tata Cliq,Holiday Sale Blast,Awareness,Facebook,Text,16-11-2024,17670,8192,1447,687.26,Mobile,Australia,Cold Audience,0.08,38.89,0.46361064,0.176635742,10.65030292,17.66357422,5.657458564,5.2,11.91979746,0.474627072,46,11
6778,H&M,Winter Deals,Awareness,Facebook,Story,03-07-2024,74090,5807,1299,139.75,Desktop,India,New Users,0.02,1.89,0.078377649,0.22369554,29.35496916,22.36955399,4.466923077,8.75,41.55277281,0.1075,27,7
6779,Zara,App Install Drive,Conversions,Google,Video,20-07-2024,20533,765,1652,254.11,Tablet,Germany,Lookalike Audience,0.33,12.38,0.037257098,2.159477124,2.92252445,215.9477124,0.462794918,2.51,3.010507261,0.153726558,29,7
6780,Marks & Spencer,Back to School Promo,Brand Building,Facebook,Carousel,03-06-2024,68213,559,1893,105.68,Mobile,Germany,New Users,0.19,1.55,0.008194919,3.386404293,5.023815943,338.6404293,0.295142555,3.15,5.289553369,0.055797254,23,6
6781,Uniqlo,Cyber Monday Deals,Conversions,Pinterest,Text,09-07-2024,97963,9601,1954,622.5,Tablet,Australia,High Intent,0.06,6.35,0.09800639,0.203520467,13.36237491,20.35204666,4.910997442,1.61,15.42329317,0.318414322,28,7
6782,Gap,Spring Collection Launch,Traffic,Facebook,Carousel,22-01-2024,75203,6561,344,655.28,Mobile,Australia,High Intent,0.1,8.71,0.08724386,0.052431032,9.101249844,5.243103185,19.0173913,8.8,10.01251373,1.899362319,4,1
6783,Adidas,App Install Drive,Traffic,LinkedIn,Text,12-09-2024,16570,3763,280,682.16,Desktop,Germany,Returning Users,0.18,41.17,0.227097164,0.074408716,5.227913697,7.440871645,13.39145907,7.74,5.516301161,2.427615658,37,9
6784,Nike,Black Friday Campaign,Traffic,YouTube,Text,26-08-2024,87465,648,66,132.5,Mobile,Australia,Returning Users,0.2,1.51,0.007408678,0.101851852,4.662541373,10.18518519,9.671641791,7.99,4.890566038,1.97761194,35,8
6785,Puma,Winter Deals,Remarketing,Pinterest,Text,28-09-2024,31920,4304,1895,327.59,Desktop,Australia,Cold Audience,0.08,10.26,0.134837093,0.440288104,11.61265953,44.02881041,2.270042194,5.6,13.13837419,0.172779536,39,9
6786,Levis,Back to School Promo,Remarketing,Facebook,Story,06-07-2024,17280,7191,942,26.4,Mobile,India,Returning Users,0,1.53,0.416145833,0.13099708,73.14617028,13.09970797,7.625662778,1.59,272.3863636,0.027995758,27,7
6787,Sephora,Summer Clearance,Traffic,Instagram,Image,30-11-2024,89857,1001,738,921.32,Mobile,Canada,Lookalike Audience,0.92,10.25,0.011139922,0.737262737,1.074806996,73.72627373,1.354533153,6.77,1.086484609,1.246711773,48,11
6788,Loreal,Holiday Sale Blast,Conversions,Google,Text,29-09-2024,84787,9233,1443,732.28,Tablet,Australia,High Intent,0.08,8.64,0.108896411,0.156287231,11.19680819,15.62872306,6.394044321,4.27,12.60856503,0.507119114,39,9
6789,Maybelline,Diwali Mega Offers,Sales,Facebook,Text,21-03-2024,86989,4515,1449,55.32,Tablet,Australia,Lookalike Audience,0.01,0.64,0.051903114,0.320930233,44.9387877,32.09302326,3.113793103,1.46,81.61605206,0.038151724,12,3
6790,MAC Cosmetics,App Install Drive,Leads,LinkedIn,Story,04-08-2024,28853,1780,998,878.9,Tablet,Canada,Cold Audience,0.49,30.46,0.061692025,0.560674157,1.985056318,56.06741573,1.781781782,3.38,2.025258846,0.87977978,31,8
6791,The Body Shop,New Product Launch,Traffic,Google,Video,06-08-2024,26542,9496,254,309.75,Mobile,USA,High Intent,0.03,11.67,0.357772587,0.026748104,23.46371476,2.674810447,37.23921569,2.6,30.65698144,1.214705882,32,8
6792,Apple,Cyber Monday Deals,Traffic,Instagram,Story,10-11-2024,12156,5205,1164,289.32,Tablet,UK,Returning Users,0.06,23.8,0.428183613,0.223631124,15.24738553,22.36311239,4.467811159,4.49,17.99046039,0.248343348,45,11
6793,Samsung,New Product Launch,Sales,YouTube,Story,10-10-2024,96843,8566,1239,903.31,Desktop,Australia,Cold Audience,0.11,9.33,0.088452444,0.144641606,8.66153675,14.46416064,6.908064516,1.36,9.482901772,0.728475806,41,10
6794,Dell,Black Friday Campaign,App Installs,Facebook,Video,11-02-2024,18003,3839,496,491.56,Desktop,India,Cold Audience,0.13,27.3,0.213242237,0.129200313,7.24407963,12.92003126,7.724346076,5.43,7.809829929,0.989054326,6,2
6795,HP,App Install Drive,App Installs,YouTube,Story,19-07-2024,94469,7679,775,582.81,Tablet,Canada,High Intent,0.08,6.17,0.081285924,0.1009246,11.64190418,10.09245996,9.895618557,7.38,13.17582059,0.751043814,29,7
6796,Sony,Cyber Monday Deals,App Installs,Pinterest,Video,20-10-2024,72903,4901,1206,384.99,Desktop,UK,Cold Audience,0.08,5.28,0.067226314,0.24607223,11.29262673,24.60722302,4.06048053,9.31,12.73020078,0.318964374,42,10
